contrast,nrel_id,Side,cross_instrument_C1_raw_delta_pct,same_instrument_C2_raw_delta_pct,difference_C1_minus_C2_pp,sign_change_due_to_comparability_gate
2019_to_2022,M1812-0010,front,-0.5047244094488204,-0.24589085368848698,-0.25883355576033343,False
2019_to_2022,M1812-0010,rear,-0.7518796992481141,0.0,-0.7518796992481141,True
2019_to_2022,M1812-0011,front,-0.6816987414787603,-0.052438384897742996,-0.6292603565810173,False
2019_to_2022,M1812-0011,rear,-1.00800592943967,-1.986362288763712,0.978356359324042,False
2022_to_2024,M1812-0011,front,-0.3326289535374938,-0.9601259181531967,0.6274969646157029,False
2022_to_2024,M1812-0011,rear,-0.329439952081463,-0.9948965967698602,0.6654566446883973,True
